Year,State,County,Office,Party,Votes
2018,TX,Denton County,US Senator,Republican,158744.0
2018,TX,DeWitt County,US Senator,Democratic,1128.0
2018,TX,DeWitt County,US Senator,Republican,4974.0
2018,TX,Dimmit County,US Senator,Democratic,2041.0
2018,TX,Dimmit County,US Senator,Republican,839.0
2018,TX,Donley County,US Senator,Democratic,161.0
2018,TX,Donley County,US Senator,Republican,1110.0
2018,TX,Duval County,US Senator,Democratic,2765.0
2018,TX,Duval County,US Senator,Republican,1328.0
2018,TX,Eastland County,US Senator,Democratic,800.0
2018,TX,Eastland County,US Senator,Republican,5377.0
2018,TX,El Paso County,US Senator,Democratic,151482.0
2018,TX,El Paso County,US Senator,Republican,50943.0
2018,TX,Falls County,US Senator,Democratic,1445.0
2018,TX,Falls County,US Senator,Republican,3215.0
2018,TX,Fannin County,US Senator,Democratic,2107.0
2018,TX,Fannin County,US Senator,Republican,8569.0
2018,TX,Fayette County,US Senator,Democratic,2198.0
2018,TX,Fayette County,US Senator,Republican,8227.0
2018,TX,Fisher County,US Senator,Democratic,340.0
2018,TX,Fisher County,US Senator,Republican,1139.0
2018,TX,Floyd County,US Senator,Democratic,476.0
2018,TX,Floyd County,US Senator,Republican,1394.0
2018,TX,Foard County,US Senator,Democratic,113.0
2018,TX,Foard County,US Senator,Republican,321.0
2018,TX,Fort Bend County,US Senator,Democratic,142399.0
2018,TX,Fort Bend County,US Senator,Republican,111423.0
2018,TX,Franklin County,US Senator,Democratic,639.0
2018,TX,Franklin County,US Senator,Republican,3300.0
2018,TX,Freestone County,US Senator,Democratic,1279.0
2018,TX,Freestone County,US Senator,Republican,5243.0
2018,TX,Gaines County,US Senator,Democratic,513.0
2018,TX,Gaines County,US Senator,Republican,3317.0
2018,TX,Galveston County,US Senator,Democratic,45065.0
2018,TX,Galveston County,US Senator,Republican,67641.0
2018,TX,Garza County,US Senator,Democratic,203.0
2018,TX,Garza County,US Senator,Republican,1068.0
2018,TX,Glasscock County,US Senator,Democratic,37.0
2018,TX,Glasscock County,US Senator,Republican,513.0
2018,TX,Goliad County,US Senator,Democratic,717.0
2018,TX,Goliad County,US Senator,Republican,2326.0
2018,TX,Gonzales County,US Senator,Democratic,1422.0
2018,TX,Gonzales County,US Senator,Republican,4174.0
2018,TX,Gray County,US Senator,Democratic,615.0
2018,TX,Gray County,US Senator,Republican,5246.0
2018,TX,Grayson County,US Senator,Democratic,11157.0
2018,TX,Grayson County,US Senator,Republican,31655.0
2018,TX,Grimes County,US Senator,Democratic,2034.0
2018,TX,Grimes County,US Senator,Republican,6490.0
2018,TX,Guadalupe County,US Senator,Democratic,20079.0
2018,TX,Guadalupe County,US Senator,Republican,33938.0
2018,TX,Hale County,US Senator,Democratic,1970.0
2018,TX,Hale County,US Senator,Republican,5360.0
2018,TX,Hamilton County,US Senator,Democratic,507.0
2018,TX,Hamilton County,US Senator,Republican,2795.0
2018,TX,Hardin County,US Senator,Democratic,2636.0
2018,TX,Hardin County,US Senator,Republican,17391.0
2018,TX,Harris County,US Senator,Democratic,700200.0
2018,TX,Harris County,US Senator,Republican,498902.0
2018,TX,Harrison County,US Senator,Democratic,6245.0
2018,TX,Harrison County,US Senator,Republican,16226.0
2018,TX,Hartley County,US Senator,Democratic,151.0
2018,TX,Hartley County,US Senator,Republican,1451.0
2018,TX,Hays County,US Senator,Democratic,45290.0
2018,TX,Hays County,US Senator,Republican,33098.0
2018,TX,Hemphill County,US Senator,Democratic,157.0
2018,TX,Hemphill County,US Senator,Republican,1209.0
2018,TX,Henderson County,US Senator,Democratic,5415.0
2018,TX,Henderson County,US Senator,Republican,20891.0
2018,TX,Hill County,US Senator,Democratic,2443.0
2018,TX,Hill County,US Senator,Republican,8927.0
2018,TX,Hockley County,US Senator,Democratic,1211.0
2018,TX,Hockley County,US Senator,Republican,4844.0
2018,TX,Hood County,US Senator,Democratic,4720.0
2018,TX,Hood County,US Senator,Republican,20090.0
2018,TX,Hopkins County,US Senator,Democratic,2545.0
2018,TX,Hopkins County,US Senator,Republican,9306.0
2018,TX,Houston County,US Senator,Democratic,1772.0
2018,TX,Houston County,US Senator,Republican,5552.0
2018,TX,Hudspeth County,US Senator,Democratic,404.0
2018,TX,Hudspeth County,US Senator,Republican,506.0
2018,TX,Hunt County,US Senator,Democratic,7151.0
2018,TX,Hunt County,US Senator,Republican,21115.0
2018,TX,Hutchinson County,US Senator,Democratic,753.0
2018,TX,Hutchinson County,US Senator,Republican,5854.0
2018,TX,Irion County,US Senator,Democratic,96.0
2018,TX,Irion County,US Senator,Republican,636.0
2018,TX,Jack County,US Senator,Democratic,296.0
2018,TX,Jack County,US Senator,Republican,2498.0
2018,TX,Jackson County,US Senator,Democratic,832.0
2018,TX,Jackson County,US Senator,Republican,3911.0
2018,TX,Jeff Davis County,US Senator,Democratic,466.0
2018,TX,Jeff Davis County,US Senator,Republican,683.0
2018,TX,Jim Hogg County,US Senator,Democratic,1060.0
2018,TX,Jim Hogg County,US Senator,Republican,409.0
2018,TX,Johnson County,US Senator,Democratic,12211.0
2018,TX,Johnson County,US Senator,Republican,39571.0
2018,TX,Jones County,US Senator,Democratic,832.0
2018,TX,Jones County,US Senator,Republican,4115.0
2018,TX,Karnes County,US Senator,Democratic,1203.0
2018,TX,Karnes County,US Senator,Republican,2900.0
2018,TX,Kaufman County,US Senator,Democratic,12002.0
2018,TX,Kaufman County,US Senator,Republican,26118.0
2018,TX,Kendall County,US Senator,Democratic,4340.0
2018,TX,Kendall County,US Senator,Republican,15292.0
2018,TX,Kenedy County,US Senator,Democratic,77.0
2018,TX,Kenedy County,US Senator,Republican,100.0
2018,TX,Kent County,US Senator,Democratic,44.0
2018,TX,Kent County,US Senator,Republican,293.0
2018,TX,Kerr County,US Senator,Democratic,5198.0
2018,TX,Kerr County,US Senator,Republican,16822.0
2018,TX,King County,US Senator,Democratic,6.0
2018,TX,King County,US Senator,Republican,124.0
2018,TX,Knox County,US Senator,Democratic,229.0
2018,TX,Knox County,US Senator,Republican,855.0
2018,TX,La Salle County,US Senator,Democratic,813.0
2018,TX,La Salle County,US Senator,Republican,673.0
2018,TX,Lamar County,US Senator,Democratic,3715.0
2018,TX,Lamar County,US Senator,Republican,12688.0
2018,TX,Lamb County,US Senator,Democratic,699.0
2018,TX,Lamb County,US Senator,Republican,2741.0
2018,TX,Lampasas County,US Senator,Democratic,1569.0
2018,TX,Lampasas County,US Senator,Republican,5836.0
2018,TX,Lavaca County,US Senator,Democratic,1019.0
2018,TX,Lavaca County,US Senator,Republican,6688.0
2018,TX,Leon County,US Senator,Democratic,855.0
2018,TX,Leon County,US Senator,Republican,5711.0
2018,TX,Liberty County,US Senator,Democratic,4421.0
2018,TX,Liberty County,US Senator,Republican,16041.0
2018,TX,Limestone County,US Senator,Democratic,1672.0
2018,TX,Limestone County,US Senator,Republican,5211.0
2018,TX,Lipscomb County,US Senator,Democratic,116.0
2018,TX,Lipscomb County,US Senator,Republican,942.0
2018,TX,Live Oak County,US Senator,Democratic,602.0
2018,TX,Live Oak County,US Senator,Republican,3032.0
2018,TX,Llano County,US Senator,Democratic,2124.0
2018,TX,Llano County,US Senator,Republican,7954.0
2018,TX,Loving County,US Senator,Democratic,6.0
2018,TX,Loving County,US Senator,Republican,46.0
2018,TX,Lubbock County,US Senator,Democratic,32068.0
2018,TX,Lubbock County,US Senator,Republican,58780.0
2018,TX,Lynn County,US Senator,Democratic,323.0
2018,TX,Lynn County,US Senator,Republican,1369.0
2018,TX,Marion County,US Senator,Democratic,1018.0
2018,TX,Marion County,US Senator,Republican,2448.0
2018,TX,Maverick County,US Senator,Democratic,7727.0
2018,TX,Maverick County,US Senator,Republican,2951.0
2018,TX,McCulloch County,US Senator,Democratic,400.0
2018,TX,McCulloch County,US Senator,Republican,2244.0
2018,TX,McLennan County,US Senator,Democratic,28452.0
2018,TX,McLennan County,US Senator,Republican,45855.0
2018,TX,McMullen County,US Senator,Democratic,41.0
2018,TX,McMullen County,US Senator,Republican,387.0
2018,TX,Medina County,US Senator,Democratic,4621.0
2018,TX,Medina County,US Senator,Republican,11444.0
2018,TX,Menard County,US Senator,Democratic,
2018,TX,Menard County,US Senator,Republican,
2018,TX,Midland County,US Senator,Democratic,9723.0
2018,TX,Midland County,US Senator,Republican,32867.0
2018,TX,Milam County,US Senator,Democratic,1997.0
2018,TX,Milam County,US Senator,Republican,5922.0
2018,TX,Mills County,US Senator,Democratic,229.0
2018,TX,Mills County,US Senator,Republican,1764.0
2018,TX,Mitchell County,US Senator,Democratic,323.0
2018,TX,Mitchell County,US Senator,Republican,1585.0
2018,TX,Montague County,US Senator,Democratic,941.0
2018,TX,Montague County,US Senator,Republican,6424.0
2018,TX,Montgomery County,US Senator,Democratic,51268.0
2018,TX,Montgomery County,US Senator,Republican,137395.0
2018,TX,Moore County,US Senator,Democratic,787.0
2018,TX,Moore County,US Senator,Republican,3248.0
2018,TX,Morris County,US Senator,Democratic,1257.0
2018,TX,Morris County,US Senator,Republican,2951.0
2018,TX,Nacogdoches County,US Senator,Democratic,7732.0
2018,TX,Nacogdoches County,US Senator,Republican,13775.0
2018,TX,Navarro County,US Senator,Democratic,3918.0
2018,TX,Navarro County,US Senator,Republican,10391.0
2018,TX,Nolan County,US Senator,Democratic,927.0
2018,TX,Nolan County,US Senator,Republican,3116.0
2018,TX,Nueces County,US Senator,Democratic,47392.0
2018,TX,Nueces County,US Senator,Republican,45956.0
2018,TX,Palo Pinto County,US Senator,Democratic,1837.0
2018,TX,Palo Pinto County,US Senator,Republican,7547.0
2018,TX,Parker County,US Senator,Democratic,9956.0
2018,TX,Parker County,US Senator,Republican,44071.0
2018,TX,Pecos County,US Senator,Democratic,1339.0
2018,TX,Pecos County,US Senator,Republican,2161.0
2018,TX,Polk County,US Senator,Democratic,3850.0
2018,TX,Polk County,US Senator,Republican,12794.0
2018,TX,Potter County,US Senator,Democratic,7521.0
2018,TX,Potter County,US Senator,Republican,16689.0
2018,TX,Randall County,US Senator,Democratic,9613.0
2018,TX,Randall County,US Senator,Republican,38479.0
2018,TX,Reagan County,US Senator,Democratic,136.0
2018,TX,Reagan County,US Senator,Republican,692.0
2018,TX,Real County,US Senator,Democratic,245.0
2018,TX,Real County,US Senator,Republican,1311.0
2018,TX,Red River County,US Senator,Democratic,973.0
2018,TX,Red River County,US Senator,Republican,3427.0
2018,TX,Reeves County,US Senator,Democratic,1252.0
2018,TX,Reeves County,US Senator,Republican,1125.0
2018,TX,Refugio County,US Senator,Democratic,847.0
2018,TX,Refugio County,US Senator,Republican,1636.0
2018,TX,Robertson County,US Senator,Democratic,1942.0
2018,TX,Robertson County,US Senator,Republican,4292.0
2018,TX,Rockwall County,US Senator,Democratic,11713.0
2018,TX,Rockwall County,US Senator,Republican,26590.0
2018,TX,Runnels County,US Senator,Democratic,385.0
2018,TX,Runnels County,US Senator,Republican,2842.0
2018,TX,Rusk County,US Senator,Democratic,3609.0
2018,TX,Rusk County,US Senator,Republican,12595.0
2018,TX,Sabine County,US Senator,Democratic,496.0
2018,TX,Sabine County,US Senator,Republican,3456.0
2018,TX,San Augustine County,US Senator,Democratic,734.0
2018,TX,San Augustine County,US Senator,Republican,2266.0
2018,TX,San Jacinto County,US Senator,Democratic,1785.0
2018,TX,San Jacinto County,US Senator,Republican,7499.0
2018,TX,San Patricio County,US Senator,Democratic,6777.0
2018,TX,San Patricio County,US Senator,Republican,11335.0
2018,TX,San Saba County,US Senator,Democratic,247.0
2018,TX,San Saba County,US Senator,Republican,1811.0
2018,TX,Schleicher County,US Senator,Democratic,209.0
2018,TX,Schleicher County,US Senator,Republican,735.0
2018,TX,Scurry County,US Senator,Democratic,642.0
2018,TX,Scurry County,US Senator,Republican,3705.0
2018,TX,Shelby County,US Senator,Democratic,1521.0
2018,TX,Shelby County,US Senator,Republican,6008.0
2018,TX,Stephens County,US Senator,Democratic,324.0
2018,TX,Stephens County,US Senator,Republican,2627.0
2018,TX,Sterling County,US Senator,Democratic,44.0
2018,TX,Sterling County,US Senator,Republican,442.0
2018,TX,Stonewall County,US Senator,Democratic,112.0
2018,TX,Stonewall County,US Senator,Republican,497.0
2018,TX,Sutton County,US Senator,Democratic,265.0
2018,TX,Sutton County,US Senator,Republican,934.0
2018,TX,Swisher County,US Senator,Democratic,420.0
2018,TX,Swisher County,US Senator,Republican,1461.0
2018,TX,Tarrant County,US Senator,Democratic,313497.0
2018,TX,Tarrant County,US Senator,Republican,309189.0
2018,TX,Taylor County,US Senator,Democratic,10489.0
2018,TX,Taylor County,US Senator,Republican,29811.0
2018,TX,Terry County,US Senator,Democratic,629.0
2018,TX,Terry County,US Senator,Republican,2169.0
2018,TX,Throckmorton County,US Senator,Democratic,77.0
2018,TX,Throckmorton County,US Senator,Republican,617.0
2018,TX,Travis County,US Senator,Democratic,359772.0
2018,TX,Travis County,US Senator,Republican,119278.0
2018,TX,Tyler County,US Senator,Democratic,1185.0
2018,TX,Tyler County,US Senator,Republican,5919.0
2018,TX,Upshur County,US Senator,Democratic,2364.0
2018,TX,Upshur County,US Senator,Republican,11529.0
2018,TX,Upton County,US Senator,Democratic,169.0
2018,TX,Upton County,US Senator,Republican,854.0
2018,TX,Uvalde County,US Senator,Democratic,3528.0
2018,TX,Uvalde County,US Senator,Republican,4348.0
2018,TX,Van Zandt County,US Senator,Democratic,2634.0
2018,TX,Van Zandt County,US Senator,Republican,15182.0
2018,TX,Victoria County,US Senator,Democratic,8046.0
2018,TX,Victoria County,US Senator,Republican,19005.0
2018,TX,Washington County,US Senator,Democratic,3263.0
2018,TX,Washington County,US Senator,Republican,10134.0
2018,TX,Webb County,US Senator,Democratic,35159.0
2018,TX,Webb County,US Senator,Republican,13814.0
2018,TX,Wheeler County,US Senator,Democratic,125.0
2018,TX,Wheeler County,US Senator,Republican,1679.0
2018,TX,Wichita County,US Senator,Democratic,9971.0
2018,TX,Wichita County,US Senator,Republican,23648.0
2018,TX,Wilbarger County,US Senator,Democratic,776.0
2018,TX,Wilbarger County,US Senator,Republican,2639.0
2018,TX,Wilson County,US Senator,Democratic,4567.0
2018,TX,Wilson County,US Senator,Republican,13025.0
2018,TX,Winkler County,US Senator,Democratic,321.0
2018,TX,Winkler County,US Senator,Republican,1123.0
2018,TX,Wood County,US Senator,Democratic,2635.0
2018,TX,Wood County,US Senator,Republican,13987.0
2018,TX,Yoakum County,US Senator,Democratic,335.0
2018,TX,Yoakum County,US Senator,Republican,1558.0
2018,TX,Young County,US Senator,Democratic,821.0
2018,TX,Young County,US Senator,Republican,5543.0
2018,TX,Zapata County,US Senator,Democratic,1392.0
2018,TX,Zapata County,US Senator,Republican,821.0
2018,UT,Beaver County,US Senator,Democratic,298.0
2018,UT,Beaver County,US Senator,Republican,1620.0
2018,UT,Carbon County,US Senator,Democratic,1879.0
2018,UT,Carbon County,US Senator,Republican,4387.0
2018,UT,Daggett County,US Senator,Democratic,80.0
2018,UT,Daggett County,US Senator,Republican,335.0
2018,UT,Garfield County,US Senator,Democratic,388.0
2018,UT,Garfield County,US Senator,Republican,1626.0
2018,UT,Grand County,US Senator,Democratic,2138.0
2018,UT,Grand County,US Senator,Republican,1935.0
2018,UT,Iron County,US Senator,Democratic,2846.0
2018,UT,Iron County,US Senator,Republican,11286.0
2018,UT,Juab County,US Senator,Democratic,492.0
2018,UT,Juab County,US Senator,Republican,3320.0
2018,UT,Kane County,US Senator,Democratic,746.0
2018,UT,Kane County,US Senator,Republican,2135.0
2018,UT,Morgan County,US Senator,Democratic,600.0
2018,UT,Morgan County,US Senator,Republican,4144.0
2018,UT,Piute County,US Senator,Democratic,77.0
2018,UT,Piute County,US Senator,Republican,524.0
2018,UT,Salt Lake County,US Senator,Democratic,186856.0
2018,UT,Salt Lake County,US Senator,Republican,207719.0
2018,UT,San Juan County,US Senator,Democratic,2096.0
2018,UT,San Juan County,US Senator,Republican,2934.0
2018,UT,Sanpete County,US Senator,Democratic,1139.0
2018,UT,Sanpete County,US Senator,Republican,7367.0
2018,UT,Sevier County,US Senator,Democratic,771.0
2018,UT,Sevier County,US Senator,Republican,5810.0
2018,UT,Uintah County,US Senator,Democratic,1135.0
2018,UT,Uintah County,US Senator,Republican,7946.0
2018,UT,Utah County,US Senator,Democratic,28856.0
2018,UT,Utah County,US Senator,Republican,135240.0
2018,UT,Wasatch County,US Senator,Democratic,3467.0
2018,UT,Wasatch County,US Senator,Republican,8126.0
2018,VT,Addison County,US Senator,Democratic,11964.0
2018,VT,Addison County,US Senator,Republican,4439.0
2018,VT,Caledonia County,US Senator,Democratic,6803.0
2018,VT,Caledonia County,US Senator,Republican,4296.0
2018,VT,Essex County,US Senator,Democratic,1059.0
2018,VT,Essex County,US Senator,Republican,976.0
2018,VT,Franklin County,US Senator,Democratic,10492.0
2018,VT,Franklin County,US Senator,Republican,6782.0
2018,VT,Orange County,US Senator,Democratic,8097.0
2018,VT,Orange County,US Senator,Republican,3790.0
2018,VT,Orleans County,US Senator,Democratic,5571.0
2018,VT,Orleans County,US Senator,Republican,3853.0
2018,VT,Rutland County,US Senator,Democratic,13585.0
2018,VT,Rutland County,US Senator,Republican,9576.0
2018,VT,Washington County,US Senator,Democratic,19395.0
2018,VT,Washington County,US Senator,Republican,6517.0
2018,VT,Windham County,US Senator,Democratic,14386.0
2018,VT,Windham County,US Senator,Republican,3673.0
2018,VT,Windsor County,US Senator,Democratic,17354.0
2018,VT,Windsor County,US Senator,Republican,6402.0
2018,VA,Albemarle County,US Senator,Republican,16371.0
2018,VA,Albemarle County,US Senator,Democratic,35701.0
2018,VA,Alexandria City,US Senator,Republican,10734.0
2018,VA,Alexandria City,US Senator,Democratic,53307.0
2018,VA,Alleghany County,US Senator,Republican,3433.0
2018,VA,Alleghany County,US Senator,Democratic,1952.0
2018,VA,Amelia County,US Senator,Republican,3823.0
2018,VA,Amelia County,US Senator,Democratic,1938.0
2018,VA,Amherst County,US Senator,Republican,7779.0
2018,VA,Amherst County,US Senator,Democratic,4541.0
2018,VA,Appomattox County,US Senator,Republican,4751.0
2018,VA,Appomattox County,US Senator,Democratic,1828.0
2018,VA,Arlington County,US Senator,Republican,16495.0
2018,VA,Arlington County,US Senator,Democratic,87258.0
2018,VA,Augusta County,US Senator,Republican,20796.0
2018,VA,Augusta County,US Senator,Democratic,8427.0
2018,VA,Bath County,US Senator,Republican,1142.0
2018,VA,Bath County,US Senator,Democratic,576.0
2018,VA,Bland County,US Senator,Republican,1916.0
2018,VA,Bland County,US Senator,Democratic,504.0
2018,VA,Botetourt County,US Senator,Republican,10720.0
2018,VA,Botetourt County,US Senator,Democratic,4543.0
2018,VA,Bristol City,US Senator,Republican,3427.0
2018,VA,Bristol City,US Senator,Democratic,1770.0
2018,VA,Brunswick County,US Senator,Republican,2394.0
2018,VA,Brunswick County,US Senator,Democratic,3717.0
2018,VA,Buchanan County,US Senator,Republican,4095.0
2018,VA,Buchanan County,US Senator,Democratic,1785.0
2018,VA,Buena Vista City,US Senator,Republican,1047.0
2018,VA,Buena Vista City,US Senator,Democratic,666.0
2018,VA,Campbell County,US Senator,Republican,15239.0
2018,VA,Campbell County,US Senator,Democratic,6305.0
2018,VA,Carroll County,US Senator,Republican,8042.0
2018,VA,Carroll County,US Senator,Democratic,2459.0
2018,VA,Charles City,US Senator,Republican,1168.0
2018,VA,Charles City,US Senator,Democratic,2131.0
2018,VA,Charlotte County,US Senator,Republican,2792.0
2018,VA,Charlotte County,US Senator,Democratic,1871.0
2018,VA,Charlottesville City,US Senator,Republican,2346.0
2018,VA,Charlottesville City,US Senator,Democratic,17641.0
2018,VA,Chesterfield County,US Senator,Republican,67835.0
2018,VA,Chesterfield County,US Senator,Democratic,83091.0
2018,VA,Colonial Heights City,US Senator,Republican,4183.0
2018,VA,Colonial Heights City,US Senator,Democratic,2105.0
2018,VA,Covington City,US Senator,Republican,957.0
2018,VA,Covington City,US Senator,Democratic,785.0
2018,VA,Craig County,US Senator,Republican,1615.0
2018,VA,Craig County,US Senator,Democratic,544.0
2018,VA,Culpeper County,US Senator,Republican,10913.0
2018,VA,Culpeper County,US Senator,Democratic,8093.0
2018,VA,Danville City,US Senator,Republican,5518.0
2018,VA,Danville City,US Senator,Democratic,9418.0
2018,VA,Dickenson County,US Senator,Republican,2926.0
2018,VA,Dickenson County,US Senator,Democratic,1524.0
2018,VA,Dinwiddie County,US Senator,Republican,5626.0
2018,VA,Dinwiddie County,US Senator,Democratic,4865.0
2018,VA,Emporia City,US Senator,Republican,608.0
2018,VA,Emporia City,US Senator,Democratic,1163.0
2018,VA,Essex County,US Senator,Republican,2115.0
2018,VA,Essex County,US Senator,Democratic,2266.0
2018,VA,Fairfax County,US Senator,Republican,129095.0
2018,VA,Fairfax County,US Senator,Democratic,340740.0
2018,VA,Fluvanna County,US Senator,Republican,5793.0
2018,VA,Fluvanna County,US Senator,Democratic,5981.0
2018,VA,Franklin City,US Senator,Republican,1065.0
2018,VA,Franklin City,US Senator,Democratic,1894.0
2018,VA,Franklin County,US Senator,Republican,14849.0
2018,VA,Franklin County,US Senator,Democratic,6995.0
2018,VA,Frederick County,US Senator,Republican,20640.0
2018,VA,Frederick County,US Senator,Democratic,12885.0
2018,VA,Fredericksburg City,US Senator,Republican,2832.0
2018,VA,Fredericksburg City,US Senator,Democratic,6621.0
2018,VA,Galax City,US Senator,Republican,1198.0
2018,VA,Galax City,US Senator,Democratic,620.0
2018,VA,Goochland County,US Senator,Republican,7472.0
2018,VA,Goochland County,US Senator,Democratic,5443.0
2018,VA,Grayson County,US Senator,Republican,4249.0
2018,VA,Grayson County,US Senator,Democratic,1412.0
2018,VA,Greene County,US Senator,Republican,4749.0
2018,VA,Greene County,US Senator,Democratic,3183.0
2018,VA,Greensville County,US Senator,Republican,1363.0
2018,VA,Greensville County,US Senator,Democratic,2109.0
2018,VA,Halifax County,US Senator,Republican,7691.0
2018,VA,Halifax County,US Senator,Democratic,5869.0
2018,VA,Hampton City,US Senator,Republican,12696.0
2018,VA,Hampton City,US Senator,Democratic,37078.0
2018,VA,Harrisonburg City,US Senator,Republican,4056.0
2018,VA,Harrisonburg City,US Senator,Democratic,9234.0
2018,VA,Henry County,US Senator,Republican,11471.0
2018,VA,Henry County,US Senator,Democratic,7061.0
2018,VA,Highland County,US Senator,Republican,772.0
2018,VA,Highland County,US Senator,Democratic,400.0
2018,VA,Hopewell City,US Senator,Republican,2894.0
2018,VA,Hopewell City,US Senator,Democratic,3878.0
2018,VA,Isle Of Wight County,US Senator,Republican,9171.0
2018,VA,Isle Of Wight County,US Senator,Democratic,7357.0
2018,VA,James City County,US Senator,Republican,17955.0
2018,VA,James City County,US Senator,Democratic,20146.0
2018,VA,King and Queen County,US Senator,Republican,1615.0
2018,VA,King and Queen County,US Senator,Democratic,1318.0
2018,VA,King William County,US Senator,Republican,4707.0
2018,VA,King William County,US Senator,Democratic,2675.0
2018,VA,Lancaster County,US Senator,Republican,2947.0
2018,VA,Lancaster County,US Senator,Democratic,2683.0
2018,VA,Lee County,US Senator,Republican,5096.0
2018,VA,Lee County,US Senator,Democratic,1671.0
2018,VA,Lexington City,US Senator,Republican,569.0
2018,VA,Lexington City,US Senator,Democratic,1511.0
2018,VA,Loudoun County,US Senator,Republican,58369.0
2018,VA,Loudoun County,US Senator,Democratic,106064.0
2018,VA,Lunenburg County,US Senator,Republican,2480.0
2018,VA,Lunenburg County,US Senator,Democratic,1943.0
2018,VA,Lynchburg City,US Senator,Republican,12238.0
2018,VA,Lynchburg City,US Senator,Democratic,13582.0
2018,VA,Madison County,US Senator,Republican,3655.0
2018,VA,Madison County,US Senator,Democratic,2273.0
2018,VA,Manassas Park City,US Senator,Republican,1260.0
2018,VA,Manassas Park City,US Senator,Democratic,3032.0
2018,VA,Martinsville City,US Senator,Republican,1566.0
2018,VA,Martinsville City,US Senator,Democratic,2889.0
2018,VA,Mathews County,US Senator,Republican,2791.0
2018,VA,Mathews County,US Senator,Democratic,1566.0
2018,VA,Mecklenburg County,US Senator,Republican,6533.0
2018,VA,Mecklenburg County,US Senator,Democratic,5149.0
2018,VA,Middlesex County,US Senator,Republican,3014.0
2018,VA,Middlesex County,US Senator,Democratic,2031.0
2018,VA,Montgomery County,US Senator,Republican,14382.0
2018,VA,Montgomery County,US Senator,Democratic,20109.0
2018,VA,Nelson County,US Senator,Republican,3417.0
2018,VA,Nelson County,US Senator,Democratic,3808.0
2018,VA,New Kent County,US Senator,Republican,6774.0
2018,VA,New Kent County,US Senator,Democratic,3736.0
2018,VA,Newport News City,US Senator,Republican,17891.0
2018,VA,Newport News City,US Senator,Democratic,39398.0
2018,VA,Norfolk City,US Senator,Republican,15603.0
2018,VA,Norfolk City,US Senator,Democratic,50565.0
2018,VA,Northampton County,US Senator,Republican,2124.0
2018,VA,Northampton County,US Senator,Democratic,2924.0
2018,VA,Northumberland County,US Senator,Republican,3567.0
2018,VA,Northumberland County,US Senator,Democratic,2631.0
2018,VA,Nottoway County,US Senator,Republican,2775.0
2018,VA,Nottoway County,US Senator,Democratic,2466.0
2018,VA,Orange County,US Senator,Republican,8577.0
2018,VA,Orange County,US Senator,Democratic,6148.0
2018,VA,Page County,US Senator,Republican,5825.0
2018,VA,Page County,US Senator,Democratic,2356.0
2018,VA,Patrick County,US Senator,Republican,4999.0
2018,VA,Patrick County,US Senator,Democratic,1633.0
2018,VA,Pittsylvania County,US Senator,Republican,16923.0
2018,VA,Pittsylvania County,US Senator,Democratic,8105.0
2018,VA,Portsmouth City,US Senator,Republican,8601.0
2018,VA,Portsmouth City,US Senator,Democratic,23985.0
2018,VA,Prince George County,US Senator,Republican,7004.0
2018,VA,Prince George County,US Senator,Democratic,5475.0
2018,VA,Prince William County,US Senator,Republican,54040.0
2018,VA,Prince William County,US Senator,Democratic,106449.0
2018,VA,Pulaski County,US Senator,Republican,7835.0
2018,VA,Pulaski County,US Senator,Democratic,4063.0
2018,VA,Richmond City,US Senator,Republican,11962.0
2018,VA,Richmond City,US Senator,Democratic,75485.0
2018,VA,Richmond County,US Senator,Republican,1683.0
2018,VA,Richmond County,US Senator,Democratic,1191.0
2018,VA,Roanoke County,US Senator,Republican,24194.0
2018,VA,Roanoke County,US Senator,Democratic,17012.0
2018,VA,Russell County,US Senator,Republican,6379.0
2018,VA,Russell County,US Senator,Democratic,2471.0
2018,VA,Salem City,US Senator,Republican,5571.0
2018,VA,Salem City,US Senator,Democratic,4116.0
2018,VA,Scott County,US Senator,Republican,5824.0
2018,VA,Scott County,US Senator,Democratic,1627.0
2018,VA,Shenandoah County,US Senator,Republican,10836.0
2018,VA,Shenandoah County,US Senator,Democratic,5362.0
2018,VA,Smyth County,US Senator,Republican,6864.0
2018,VA,Smyth County,US Senator,Democratic,2683.0
2018,VA,Southampton County,US Senator,Republican,3869.0
2018,VA,Southampton County,US Senator,Democratic,3047.0
2018,VA,Spotsylvania County,US Senator,Republican,26466.0
2018,VA,Spotsylvania County,US Senator,Democratic,24554.0
2018,VA,Stafford County,US Senator,Republican,26368.0
2018,VA,Stafford County,US Senator,Democratic,28536.0
2018,VA,Staunton City,US Senator,Republican,3937.0
2018,VA,Staunton City,US Senator,Democratic,5417.0
2018,VA,Suffolk City,US Senator,Republican,13397.0
2018,VA,Suffolk City,US Senator,Democratic,21397.0
2018,VA,Surry County,US Senator,Republican,1436.0
2018,VA,Surry County,US Senator,Democratic,1997.0
2018,VA,Sussex County,US Senator,Republican,1598.0
2018,VA,Sussex County,US Senator,Democratic,2258.0
2018,VA,Tazewell County,US Senator,Republican,10428.0
2018,VA,Tazewell County,US Senator,Democratic,2809.0
2018,VA,Washington County,US Senator,Republican,14350.0
2018,VA,Washington County,US Senator,Democratic,5825.0
2018,VA,Westmoreland County,US Senator,Republican,3421.0
